Date,Platform,Campaign,Region,Spend,CPM,Impressions,Frequency,Clicks,Purchases,Revenue,Product_Category,Target_Audience,Creative_Type,Video_Completion_Rate,Customer_LTV,Is_Competitive_Event,CTR,CPC,CVR,ROAS
2024-01-01,TT,TT_FitnessEnth_Video_Preworkout_001,Midwest,-0.1563668597379369,0.25971921709205564,-0.7819571047714899,-1.1219354976069873,-0.34552852920226684,-1.0347231881219883,-1.1241237880405124,Preworkout,FitnessEnth,Video,1.9514017423812388e-15,-0.9289853857890259,True,0.008956008742379177,1.6748623853211009,0.009174311926605505,0.33659070990359335
2024-01-01,TT,TT_WeightLoss_Video_Diet_001,West,0.050867428277432486,0.25971921709205564,0.24507638968614517,0.5288623140328947,1.0175995444998778,0.7774798484383922,0.5273514090989374,Diet,WeightLoss,Video,0.7470368600753784,-1.4155072003224662,True,0.009871466210923592,1.519531109107304,0.027051397655545536,1.0439839540459066
2024-01-01,TT,TT_WeightLoss_Video_Diet_001,South,0.327863116266902,0.25971921709205564,1.6178318852592022,0.9984858294132062,2.1414551371798374,2.082266034761866,1.5979714659315856,Diet,WeightLoss,Video,1.9514017423812388e-15,-1.4155072003224662,True,0.008688068533074274,1.7265057179161372,0.030495552731893267,0.9937774147016398
2024-01-01,TT,TT_WeightLoss_Video_Diet_001,Northeast,0.30605731251345925,0.25971921709205564,1.5097650877029019,0.14462489235809445,2.2477984620785865,2.082266034761866,1.975184396624452,Diet,WeightLoss,Video,0.7470368600753784,-1.4155072003224662,True,0.009206258890469417,1.629326328800989,0.029666254635352288,1.1502209577999052
2024-01-01,TT,TT_WeightLoss_Video_Diet_001,Midwest,0.18314309202063117,0.25971921709205564,0.900597855483084,0.7423275482966725,1.8320927374743863,1.0674323342880532,0.7378290818783556,Diet,WeightLoss,Video,0.7470368600753784,-1.4155072003224662,True,0.009958060450798504,1.5063278008298755,0.02351313969571231,0.8926566122626999
2024-01-02,FB,FB_Athletes_Video_Protein_001,West,-0.08165508349644382,-0.7404779109832047,-0.017670735490884364,0.2869350485339465,0.4810491325107358,0.6325036055135618,1.2571878006614186,Protein,Athletes,Video,-1.5818711622817678,1.159078323716521,False,0.008944146978451362,1.343010146561443,0.03156708004509583,2.015513116474292
2024-01-02,FB,FB_Athletes_Video_Protein_001,South,-0.15944709385987024,-0.7404779109832047,-0.4991045288863115,1.4396473135583467,-0.2416020980512168,-0.45481821642266645,-0.2458293254313574,Protein,Athletes,Video,1.9514017423812388e-15,1.159078323716521,False,0.007836447477143694,1.532857142857143,0.022108843537414966,1.197654551102827
2024-01-02,FB,FB_Athletes_Video_Protein_001,Northeast,-0.17671035722269182,-0.7404779109832047,-0.6059346816569917,-0.4530777635804836,8.727671866700629e-05,-0.019889487648175157,0.10060696079262833,Protein,Athletes,Video,-1.5818711622817678,1.159078323716521,False,0.009873991790809151,1.2165406976744186,0.027616279069767442,1.6536476379363902
2024-01-02,FB,FB_Athletes_Video_Protein_001,Midwest,-0.16841948314884683,-0.7404779109832047,-0.5546139230537505,-0.5953879197563356,-0.09175468569388884,-0.45481821642266645,-0.2263124289388964,Protein,Athletes,Video,-1.5818711622817678,1.159078323716521,False,0.008996415274529072,1.3352,0.02,1.2635733050652165
2024-01-02,FB,FB_Athletes_Image_Preworkout_002,West,-0.11865009052886283,-0.7404779109832047,-0.2466095878997468,-0.9938563570487208,0.3263679326580101,0.052598633814240056,0.05428276533004478,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.0093850136270854,1.2799149453219927,0.024301336573511544,1.2752783922078663
2024-01-02,FB,FB_Athletes_Image_Preworkout_002,South,-0.07811603401314234,-0.7404779109832047,0.004229844744777855,1.4965713760286874,0.20552324527306823,-0.3823300949602512,-0.509284681113971,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.007709262084991373,1.5581371280724452,0.018111254851228976,0.7039204941715652
2024-01-02,FB,FB_Athletes_Image_Preworkout_002,Northeast,-0.21504424650845988,-0.7404779109832047,-0.8431510757760543,0.713865517061502,-0.38903261666084593,-0.3823300949602512,-0.5341584880073346,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.009120013844423293,1.3170967741935484,0.026565464895635674,1.189955482560401
2024-01-02,FB,FB_Athletes_Image_Preworkout_002,Midwest,-0.24047764306055586,-0.7404779109832047,-1.0005639894553315,0.07346981427016873,-0.6645585038985135,-0.962235066659573,-1.045328299171183,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.008277714308620447,1.4511380145278452,0.014527845036319613,0.6282453447240205
2024-01-02,FB,FB_FitnessEnth_Carousel_WeightLoss_001,West,0.08027990775882039,-0.7404779109832047,0.9844902420688721,0.9700237981780357,1.3148774754668349,1.0674323342880532,0.8190926165162539,WeightLoss,FitnessEnth,Carousel,1.9514017423812388e-15,-0.4463248554979144,False,0.008245490747247598,1.456801948051948,0.027597402597402596,1.1231404406111056
2024-01-02,FB,FB_FitnessEnth_Carousel_WeightLoss_001,South,0.2182491749922129,-0.7404779109832047,1.8383336288887522,-0.26807456055187623,2.0858665809827643,3.2420759781605093,2.6213801956429017,WeightLoss,FitnessEnth,Carousel,1.9514017423812388e-15,-0.4463248554979144,False,0.008068753479032166,1.488710509348807,0.041263700838168924,1.5593094816348274
2024-01-02,FB,FB_FitnessEnth_Carousel_WeightLoss_001,Northeast,0.2464783938048094,-0.7404779109832047,2.013039623683074,-1.1361665132245728,2.605498736738014,4.184421557171907,3.796363330689316,WeightLoss,FitnessEnth,Carousel,1.9514017423812388e-15,-0.4463248554979144,False,0.008786856534416018,1.367044167610419,0.04360135900339751,1.9192776074890237
2024-01-02,FB,FB_FitnessEnth_Carousel_WeightLoss_001,Midwest,0.20595775294293012,-0.7404779109832047,1.7622799745731055,0.15885590797567997,2.757763042843041,3.821980949859831,3.2923246932438666,WeightLoss,FitnessEnth,Carousel,1.9514017423812388e-15,-0.4463248554979144,False,0.009707552677671037,1.2373865500273373,0.03936577364680153,1.8515319152696652
2024-01-02,Google,Google_Athletes_Search_Protein_001,West,-0.1074587520945562,0.2630643579886284,-0.5410307762955665,-0.5669258885211652,0.879836600881044,1.0674323342880532,1.524874091947293,Protein,Athletes,Search,1.9514017423812388e-15,1.9907395451412053,False,0.014424395327154062,1.0409505703422053,0.03231939163498099,2.4074405522884175
2024-01-02,Google,Google_Athletes_Search_Protein_001,South,-0.0578315654052886,0.2630643579886284,-0.2953373816299133,0.5004002827977243,2.030278024785691,1.3573848201377139,1.8763260840880474,Protein,Athletes,Search,1.9514017423812388e-15,1.9907395451412053,False,0.01792375366568915,0.8377225130890052,0.024869109947643978,2.3009827817880693
2024-01-02,Google,Google_Athletes_Search_Protein_001,Northeast,-0.1467102721030605,0.2630643579886284,-0.7353635205907004,-0.6523119822266765,1.1698638506049046,0.9949442128256378,1.671967345057431,Protein,Athletes,Search,1.9514017423812388e-15,1.9907395451412053,False,0.018547532007153145,0.8095477815699659,0.028156996587030716,2.9149442974736246
2024-01-02,Google,Google_Athletes_Search_Protein_001,Midwest,-0.12081269392805992,0.2630643579886284,-1.995723961857786,0.11616286112292404,-1.6627356216981335,-1.3971637954340643,0.8258598387849103,Protein,Athletes,Search,1.9514017423812388e-15,1.9907395451412053,False,0.0,0.0,0.0,1.9341056720016072
2024-01-02,Google,Google_WeightLoss_Search_Diet_001,West,-0.012679840837436371,0.2630643579886284,-0.07178391780359074,0.40078317347462816,1.745084562557228,0.6325036055135618,0.37325209058124914,Diet,WeightLoss,Search,1.9514017423812388e-15,-0.7204760367032657,False,0.014617761098094508,1.027177304964539,0.019858156028368795,1.121154164825453
2024-01-02,Google,Google_WeightLoss_Search_Diet_001,South,0.15423504112367128,0.2630643579886284,0.7545939872453359,1.8238847352331475,2.8737739427325852,3.2420759781605093,2.898438236759655,Diet,WeightLoss,Search,1.9514017423812388e-15,-0.7204760367032657,False,0.013612398378405818,1.1030420884389984,0.034096963239211506,1.8566515810878041
2024-01-02,Google,Google_WeightLoss_Search_Diet_001,Northeast,0.15365011861619618,0.2630643579886284,0.7517018341176755,-0.5100018260508244,4.101555966563595,3.8944690713222463,3.984344254481503,Diet,WeightLoss,Search,1.9514017423812388e-15,-0.7204760367032657,False,0.017314728772215123,0.867182389937107,0.030607966457023062,2.320244847043124
2024-01-02,Google,Google_WeightLoss_Search_Diet_001,Midwest,0.09994993942074841,0.2630643579886284,0.4858232052093173,-1.2500146381652546,3.4489946546849084,3.3145640996229244,3.137668074068759,Diet,WeightLoss,Search,1.9514017423812388e-15,-0.7204760367032657,False,0.01699969456813542,0.88325768321513,0.030732860520094562,2.1703290526687686
2024-01-02,Google,Google_FitnessEnth_Display_Preworkout_001,West,-0.08740503273277063,0.2630643579886284,-0.4417601134240812,0.4292452047097986,1.4550573128333675,0.34255111966390095,-0.006929319123582588,Preworkout,FitnessEnth,Display,1.9514017423812388e-15,0.03633567479319712,False,0.01655777894723331,0.9068372093023256,0.018604651162790697,1.1023234343745192
2024-01-02,Google,Google_FitnessEnth_Display_Preworkout_001,South,-0.08156117391955563,0.2630643579886284,-0.412818636263839,-0.5100018260508244,2.0254442372902934,0.4150392411263161,0.1843726616475088,Preworkout,FitnessEnth,Display,1.9514017423812388e-15,0.03633567479319712,False,0.01922883064516129,0.7808650065530799,0.0163826998689384,1.2233299765021821
2024-01-02,Google,Google_FitnessEnth_Display_Preworkout_001,Northeast,-0.22193184319051815,0.2630643579886284,-1.1077731140151532,-0.011916279435342502,0.3722889138642881,-0.45481821642266645,-0.5616254489801162,Preworkout,FitnessEnth,Display,1.9514017423812388e-15,0.03633567479319712,False,0.0189136978300912,0.7938717339667459,0.015439429928741092,1.1995242654538925
2024-01-02,Google,Google_FitnessEnth_Display_Preworkout_001,Midwest,-0.1995947795449649,0.2630643579886284,-0.9971931351203343,1.1550270012066433,0.3867902763504811,-0.7447707022723273,-0.8659457283791703,Preworkout,FitnessEnth,Display,1.9514017423812388e-15,0.03633567479319712,False,0.016938995645399704,0.8864268867924529,0.01061320754716981,0.7107185142811531
2024-01-02,TT,TT_Athletes_Video_Protein_001,West,0.02963313137762365,-1.40950609029776,1.20441355507289,1.681574579057296,1.0224333319952754,0.9224560913632227,1.338712925403819,Protein,Athletes,Video,2.8913899070759195,0.32741710229183646,False,0.006924663895139023,1.4455625562556256,0.0288028802880288,1.539619680950424
2024-01-02,TT,TT_Athletes_Video_Protein_001,South,-0.06646856334823588,-1.40950609029776,0.4907298925845203,1.3400302042352512,1.5541499564890198,1.1399204557504683,1.7749769788174647,Protein,Athletes,Video,2.8913899070759195,0.32741710229183646,False,0.010677041553024225,0.9375281743050338,0.02629601803155522,2.2889289578074288
2024-01-02,TT,TT_Athletes_Video_Protein_001,Northeast,0.021929862942022038,-1.40950609029776,1.147208760796133,-0.5811569041387501,1.7595859250434212,1.5748491845249597,2.345277527081724,Protein,Athletes,Video,2.8913899070759195,0.32741710229183646,False,0.008986311106598211,1.1139194915254238,0.028954802259887006,2.1287318282392174
2024-01-02,TT,TT_Athletes_Video_Protein_001,Midwest,-0.09370770690735376,-1.40950609029776,0.2884387407174108,3.303910359462008,0.3940409575935776,0.19757487673907048,0.45136517048231073,Protein,Athletes,Video,2.8913899070759195,0.32741710229183646,False,0.007431146195357935,1.347038777908343,0.025851938895417155,1.4764247642476427
2024-01-02,TT,TT_FitnessEnth_Video_Preworkout_001,West,0.057537691367263735,-1.40950609029776,1.4116512860824806,-0.06884034190568333,1.9819401498317142,0.7774798484383922,0.42494456992753993,Preworkout,FitnessEnth,Video,1.9514017423812388e-15,-0.9289853857890259,False,0.008827437643050735,1.1339655172413794,0.01989389920424403,0.976152325703793
2024-01-02,TT,TT_FitnessEnth_Video_Preworkout_001,South,-0.018888605435131257,-1.40950609029776,0.8440712212500542,-0.38192268549255726,0.9910137132751906,-0.2373538520354208,-0.3734966699114704,Preworkout,FitnessEnth,Video,1.8086673849838413,-0.9289853857890259,False,0.007712028094820017,1.2979781420765029,0.014571948998178506,0.6786651510686369
2024-01-02,TT,TT_FitnessEnth_Video_Preworkout_001,Northeast,-0.08023302418927948,-1.40950609029776,0.3885072389344576,2.4500494224068965,0.5173025387262183,-0.3823300949602512,-0.48275034573115555,Preworkout,FitnessEnth,Video,1.8086673849838413,-0.9289853857890259,False,0.007545907056510645,1.326552106430155,0.015521064301552107,0.7280598387029377
2024-01-02,TT,TT_FitnessEnth_Video_Preworkout_001,Midwest,-0.0898735130395465,-1.40950609029776,0.3169015166703161,0.5146312984153099,0.80491289470238,-0.45481821642266645,-0.6072444885088228,Preworkout,FitnessEnth,Video,1.9514017423812388e-15,-0.9289853857890259,False,0.008805899348829187,1.1367482859941234,0.012732615083251714,0.6562871568644346
2024-01-02,TT,TT_WeightLoss_Video_Diet_001,West,-0.0901445092471382,-1.40950609029776,0.31488698242277335,1.4823403604111025,0.6188120761295696,0.34255111966390095,-0.03659136227762568,Diet,WeightLoss,Video,0.725944862891765,-1.4155072003224662,False,0.00814888988639895,1.2284004237288135,0.025423728813559324,1.0895387242262486
2024-01-02,TT,TT_WeightLoss_Video_Diet_001,South,0.11603262524554675,-1.40950609029776,1.8460526858570594,-0.33922963863980193,2.9293624989296583,3.169587856698094,2.835713479093034,Diet,WeightLoss,Video,1.9514017423812388e-15,-1.4155072003224662,False,0.009864493016977312,1.0147526315789475,0.03315789473684211,1.9651561438359362
2024-01-02,TT,TT_WeightLoss_Video_Diet_001,Northeast,0.22084107931432764,-1.40950609029776,2.624400903103186,0.41501418909221305,3.129964679988662,4.111933435709492,3.987733552357233,Diet,WeightLoss,Video,0.725944862891765,-1.4155072003224662,False,0.008560956340417817,1.1692637418053455,0.03832576903681291,2.0709378302029195
2024-01-02,TT,TT_WeightLoss_Video_Diet_001,Midwest,0.35553156074893744,-1.40950609029776,3.624667021717234,-0.8515462008728687,4.232068228939332,4.256909678634322,3.8800152967161505,Diet,WeightLoss,Video,1.9514017423812388e-15,-1.4155072003224662,False,0.008655627399904891,1.1564739647396474,0.03198031980319803,1.6687950252424981
2024-01-03,FB,FB_Athletes_Video_Protein_001,West,-0.04315752323381344,-0.737132770086632,0.21836885149347512,-0.18268846684636497,0.9571772008074069,0.9224560913632227,1.2894998653089016,Protein,Athletes,Video,-1.5976901601694768,1.159078323716521,False,0.009765325886221341,1.2313007380073802,0.02952029520295203,1.8201359076367505
2024-01-03,FB,FB_Athletes_Video_Protein_001,South,-0.17279835256260576,-0.737132770086632,-0.5831365366575728,1.7100366102924658,-0.1980980105926377,-0.09237760911059037,0.02019643736506492,Protein,Athletes,Video,-1.5976901601694768,1.159078323716521,False,0.008556784004744356,1.4052145214521452,0.0297029702970297,1.5423105829301518
2024-01-03,FB,FB_Athletes_Video_Protein_001,Northeast,-0.1985161609761346,-0.737132770086632,-0.7421251751443338,-0.0546093262880978,-0.4929590478118959,-0.2373538520354208,-0.11821884836526671,Protein,Athletes,Video,-1.5976901601694768,1.159078323716521,False,0.007700875099443119,1.5613842975206613,0.03305785123966942,1.5768879596670682
2024-01-03,FB,FB_Athletes_Video_Protein_001,Midwest,-0.25799043758482326,-0.737132770086632,-1.1098275400299742,-0.2965365917870466,-0.6089699477014402,-0.5997944593474969,-0.41651118187795483,Protein,Athletes,Video,1.9514017423812388e-15,1.159078323716521,False,0.00981650343352471,1.2248853211009174,0.02522935779816514,1.7402864900290236
2024-01-03,FB,FB_Athletes_Image_Preworkout_002,West,-0.20266964740536178,-0.737132770086632,-0.767815473271413,-0.35346065425738743,-0.21985005432192725,-0.019889487648175157,-0.23791338139945015,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.009697540690685813,1.2399162479061976,0.031825795644891124,1.467692473960796
2024-01-03,FB,FB_Athletes_Image_Preworkout_002,South,-0.18943376332566042,-0.737132770086632,-0.6859775127004457,-0.9796253414311359,0.20794013902076708,-0.019889487648175157,-0.2059425212361008,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.011787101195461815,1.0201033591731266,0.02454780361757106,1.4115963321343534
2024-01-03,FB,FB_Athletes_Image_Preworkout_002,Northeast,-0.20705388308065717,-0.737132770086632,-0.7949219291368638,-0.8515462008728687,-0.32135959172527845,-0.45481821642266645,-0.6323457650582759,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.009218809693869076,1.3043063063063063,0.023423423423423424,1.0217436350826783
2024-01-03,FB,FB_Athletes_Image_Preworkout_002,Midwest,-0.2485780148498562,-0.737132770086632,-1.0516254515712653,-1.0507804195190615,-0.5557982852520658,-0.8172588237347426,-0.9135892478470717,Preworkout,Athletes,Image,1.9514017423812388e-15,-0.002277167630091578,False,0.009676124479749857,1.2426419213973798,0.017467248908296942,0.8650923339131658
